19601;3360;-
19602;4385;-
19603;4055;-
19604;5380;-
19605;6309;-
19606;4024;-
19607;4371;-
19608;3884;-
19609;2903;-
196010;3732;-
196011;3662;-
196012;4189;-
19611;5062;-
19612;5304;-
19613;5886;-
19614;4978;-
19615;4743;-
19616;4457;-
19617;6418;-
19618;6433;-
19619;5562;-
196110;7143;-
196111;6770;-
196112;6370;-
19621;7345;-
19622;6730;-
19623;7294;-
19624;6564;-
19625;7494;-
19626;6840;-
19627;6962;-
19628;5432;-
19629;5253;-
196210;8334;-
196211;8163;-
196212;6656;-
19631;8026;-
19632;7674;-
19633;7914;-
19634;8461;-
19635;7876;-
19636;7083;-
19637;7958;-
19638;4842;-
19639;5003;-
196310;9201;-
196311;8667;-
196312;8490;-
19641;8454;-
19642;9542;-
19643;10342;-
19644;10577;-
19645;9588;-
19646;11529;-
19647;11686;-
19648;7915;-
19649;9028;-
196410;12870;-
196411;12857;-
196412;12579;-
19651;10223;-
19652;12107;-
19653;13982;-
19654;13091;-
19655;13424;-
19656;14416;-
19657;16124;-
19658;8788;-
19659;11619;-
196510;14401;-
196511;14991;-
196512;16126;-
19661;13481;-
19662;15829;-
19663;19882;-
19664;18281;-
19665;22561;-
19666;23443;-
19667;24040;-
19668;18604;-
19669;18903;-
196610;24107;-
196611;25655;-
196612;25887;-
19671;22285;-
19672;24544;-
19673;22479;-
19674;27053;-
19675;25580;-
19676;27118;-
19677;25351;-
19678;15511;-
19679;22249;-
196710;23766;-
196711;24293;-
196712;24798;-
19681;20063;-
19682;22656;-
19683;27626;-
19684;27485;-
19685;28802;-
19686;27830;-
19687;31907;-
19688;20079;-
19689;22370;-
196810;28899;-
196811;26350;-
196812;25813;-
19691;27069;-
19692;27477;-
19693;35830;-
19694;32323;-
19695;37033;-
19696;37990;-
19697;38091;-
19698;25849;-
19699;24251;-
196910;35118;-
196911;28527;-
196912;28209;-
19701;29983;-
19702;37186;-
19703;39778;-
19704;41632;-
19705;36644;-
19706;38369;-
19707;40531;-
19708;28818;-
19709;26845;-
197010;29451;-
197011;25121;-
197012;24823;-
19711;28835;-
19712;33928;-
19713;43269;-
19714;40728;-
19715;41142;-
19716;44976;-
19717;45667;-
19718;30188;-
19719;29671;-
197110;32596;-
197111;32204;-
197112;29863;-
19721;31966;-
19722;38410;-
19723;50407;-
19724;41217;-
19725;44541;-
19726;49637;-
19727;49698;-
19728;34274;-
19729;37535;-
197210;42416;-
197211;42034;-
197212;44564;-
19731;50915;-
19732;44933;-
19733;57709;-
19734;50636;-
19735;49977;-
19736;53382;-
19737;51981;-
19738;33617;-
19739;42935;-
197310;54794;-
197311;54565;-
197312;49732;-
19741;47760;-
19742;47654;-
19743;59778;-
19744;50254;-
19745;49308;-
19746;54737;-
19747;61003;-
19748;37653;-
19749;40370;-
197410;44303;-
197411;42969;-
197412;49934;-
19751;43948;-
19752;47214;-
19753;46394;-
19754;51488;-
19755;43658;-
19756;52136;-
19757;61981;-
19758;40590;-
19759;35968;-
197510;50693;-
197511;48517;-
197512;49601;-
19761;49761;-
19762;42762;-
19763;59650;-
19764;58365;-
19765;56900;-
19766;52200;-
19767;63506;-
19768;30258;-
19769;43093;-
197610;53449;-
197611;53330;-
197612;56403;-
19771;49976;-
19772;59221;-
19773;69055;-
19774;59554;-
19775;64926;-
19776;63592;-
19777;65377;-
19778;37467;-
19779;46702;-
197710;49938;-
197711;50059;-
197712;46992;-
19781;50636;-
19782;50962;-
19783;69456;-
19784;72807;-
19785;60188;-
19786;58801;-
19787;53716;-
19788;41416;-
19789;48016;-
197810;51817;-
197811;52226;-
197812;43992;-
19791;59374;-
19792;43428;-
19793;56098;-
19794;51679;-
19795;67079;-
19796;55960;-
19797;54722;-
19798;43834;-
19799;47005;-
197910;44955;-
197911;59949;-
197912;36569;-
19801;37905;-
19802;45194;-
19803;50833;-
19804;47518;-
19805;58254;-
19806;44363;-
19807;51821;-
19808;35478;-
19809;45684;-
198010;59943;-
198011;50357;-
198012;46799;-
19811;39502;-
19812;39137;-
19813;40881;-
19814;47581;-
19815;49368;-
19816;44997;-
19817;48687;-
19818;30494;-
19819;34648;-
198110;42910;-
198111;39933;-
198112;47684;-
19821;41873;-
19822;43091;-
19823;53729;-
19824;44875;-
19825;45669;-
19826;46931;-
19827;53236;-
19828;30694;-
19829;33788;-
198210;45873;-
198211;48932;-
198212;47072;-
19831;48602;-
19832;42331;-
19833;55121;-
19834;45002;-
19835;53608;-
19836;45945;-
19837;49753;-
19838;36967;-
19839;35288;-
198310;46017;-
198311;44190;-
198312;47544;-
19841;47643;-
19842;39716;-
19843;46422;-
19844;50404;-
19845;50643;-
19846;41744;-
19847;56412;-
19848;36192;-
19849;30697;-
198410;43257;-
198411;40266;-
198412;38833;-
19851;46744;-
19852;37549;-
19853;54185;-
19854;51643;-
19855;43781;-
19856;42720;-
19857;66489;-
19858;33391;-
19859;32927;-
198510;57521;-
198511;49047;-
198512;59054;-
19861;29324;-
19862;41089;-
19863;55732;-
19864;52388;-
19865;59408;-
19866;67567;-
19867;82716;-
19868;44394;-
19869;45734;-
198610;71291;-
198611;68449;-
198612;70984;-
19871;59510;-
19872;68650;-
19873;84380;-
19874;86095;-
19875;80228;-
19876;79878;-
19877;110543;-
19878;59501;-
19879;55764;-
198710;78690;-
198711;78445;-
198712;86266;-
19881;81012;-
19882;81713;-
19883;104756;-
19884;95242;-
19885;97714;-
19886;102203;-
19887;106479;-
19888;76448;-
19889;68378;-
198810;85320;-
198811;88928;-
198812;95943;-
19891;86803;-
19892;97215;-
19893;109422;-
19894;94817;-
19895;100780;-
19896;117883;-
19897;113877;-
19898;75610;-
19899;72586;-
198910;94609;-
198911;91543;-
198912;93923;-
19901;85485;-
19902;84872;-
19903;105810;-
19904;91076;-
19905;96563;-
19906;93942;-
19907;107857;-
19908;75208;-
19909;51847;-
199010;77258;-
199011;70702;-
199012;66574;-
19911;67999;-
19912;70579;-
19913;77765;-
19914;82800;-
19915;84266;-
19916;84641;-
19917;102484;-
19918;60327;-
19919;57349;-
199110;81915;-
199111;71270;-
199112;72605;-
19921;87948;-
19922;87515;-
19923;99159;-
19924;94198;-
19925;86356;-
19926;96986;-
19927;111299;-
19928;51446;-
19929;61318;-
199210;74328;-
199211;69780;-
199212;88066;-
19931;43143;-
19932;60891;-
19933;77092;-
19934;67523;-
19935;69437;-
19936;77284;-
19937;90287;-
19938;49918;-
19939;52187;-
199310;58109;-
199311;57910;-
199312;71658;-
19941;54977;-
19942;64490;-
19943;88819;-
19944;72145;-
19945;89907;-
19946;98017;-
19947;104812;-
19948;65899;-
19949;65201;-
199410;71931;-
199411;68761;-
199412;93883;-
19951;54513;-
19952;66954;-
19953;95812;-
19954;74758;-
19955;82887;-
19956;104472;-
19957;77071;-
19958;53236;-
19959;52302;-
199510;63463;-
199511;66334;-
199512;78598;-
19961;59913;-
19962;77137;-
19963;100551;-
19964;79007;-
19965;87914;-
19966;83813;-
19967;108708;-
19968;55298;-
19969;63498;-
199610;84889;-
199611;75800;-
199612;91657;-
19971;73652;-
19972;78974;-
19973;103278;-
19974;95946;-
19975;94226;-
19976;100062;-
19977;126439;-
19978;64475;-
19979;69501;-
199710;95614;-
199711;84340;-
199712;104276;-
19981;78256;-
19982;94132;-
19983;119928;-
19984;108074;-
19985;106827;-
19986;124426;-
19987;146729;-
19988;72045;-
19989;79380;-
199810;110512;-
199811;110553;-
199812;127535;-
19991;89063;-
19992;115852;-
19993;157077;-
19994;120980;-
19995;131023;-
19996;155878;-
19997;170422;-
19998;89974;-
19999;97462;-
199910;121141;-
199911;124066;-
199912;130513;-
20001;102859;-
20002;129416;-
20003;155433;-
20004;130722;-
20005;134991;-
20006;152984;-
20007;158375;-
20008;90741;-
20009;91538;-
200010;106697;-
200011;109140;-
200012;102607;-
20011;98854;-
20012;123550;-
20013;156510;-
20014;127732;-
20015;141471;-
20016;157402;-
20017;168514;-
20018;93625;-
20019;88246;-
200110;118303;-
200111;113488;-
200112;111116;-
20021;100564;-
20022;110766;-
20023;119562;-
20024;119320;-
20025;134665;-
20026;131451;-
20027;158181;-
20028;85148;-
20029;86657;-
200210;118913;-
200211;104099;-
200212;120282;-
20031;98424;2579
20032;105769;2572
20033;129118;3585
20034;129003;2748
20035;128330;2962
20036;147037;3077
20037;173071;3527
